3.418711037666035679e+01,2.731005710435836420e+01,0.000000000000000000e+00
5.563492572616660681e+01,1.897137660540617787e+01,0.000000000000000000e+00
6.984573031928714215e+01,-1.101986544759788700e+01,0.000000000000000000e+00
-2.872066240169118156e+00,-3.308395866741907554e+01,2.000000000000000000e+00
2.699898734476932205e+01,-2.872224517386611709e+01,-1.000000000000000000e+00
2.101615418405837943e+01,-4.281150898224615275e+01,2.000000000000000000e+00
3.419789051450300121e+01,-3.935306567107836173e+01,1.000000000000000000e+00
7.991463476634433505e+01,-3.081435877089683828e+01,0.000000000000000000e+00
1.557234538227766052e+01,-4.839242560540834859e+01,2.000000000000000000e+00
7.426092376597172517e+01,-5.427032521618764349e+01,0.000000000000000000e+00
5.822982169225887361e+01,-7.673565827429608532e+01,0.000000000000000000e+00
3.974565898080314952e+01,-8.589190673486179151e+01,0.000000000000000000e+00
1.810902523203850123e+01,-9.415322824912782096e+01,0.000000000000000000e+00
-1.257415071530355100e+01,-4.605196285408351997e+01,2.000000000000000000e+00
5.093207379134423007e+00,-5.571829448142720054e+01,2.000000000000000000e+00
-5.926230652895258189e+00,-5.592702868214131229e+01,2.000000000000000000e+00
-9.486816541904051547e+00,-3.784275100092719413e+01,2.000000000000000000e+00
-1.868292900976342708e+01,-4.901259281481583940e+01,1.000000000000000000e+00
-2.003875775970485051e+01,-5.674045643008501827e+01,2.000000000000000000e+00
-1.143664840896140866e+01,-1.073919919253820439e+02,0.000000000000000000e+00
-3.320979525817070765e+01,-6.929660825010635961e+01,2.000000000000000000e+00
-2.922806118664733077e+01,-1.222431361286094358e+02,0.000000000000000000e+00
-4.975848509521465957e+01,-8.096849408633772782e+01,2.000000000000000000e+00
-8.370246802511529438e+01,-5.387919680146906387e+01,0.000000000000000000e+00
1.573459980371345246e+01,-2.017922088281152782e+01,2.000000000000000000e+00
3.817290758722540644e+00,-2.890951660954033642e+01,2.000000000000000000e+00
-6.828941156621957020e+01,-1.074852134039507803e+02,2.000000000000000000e+00
-6.169525275020269817e+01,-9.735885377964768850e+01,2.000000000000000000e+00
-7.684511461554343725e+01,-1.092866725233328395e+02,1.000000000000000000e+00
-3.671819624475124755e+01,-1.409614447735779095e+02,0.000000000000000000e+00
-2.327197953603227631e+01,-4.232829651008943017e+01,6.000000000000000000e+00
-7.880358559047280664e+01,-1.165429041073422098e+02,2.000000000000000000e+00
-8.487960849277600062e+01,-1.225215073144595692e+02,1.000000000000000000e+00
-6.537535628314986980e+01,-3.705396083723174172e+01,0.000000000000000000e+00
-5.100558073233584366e+01,-8.228194266548152669e+00,0.000000000000000000e+00
6.439303851564477377e+00,-2.449956967063901914e+01,2.000000000000000000e+00
-9.156350995869217968e+01,-6.779263836366239104e+01,0.000000000000000000e+00
-8.766772386343525625e+01,-1.132518614177119503e+02,1.000000000000000000e+00
-1.166376823102758920e+02,-7.978475912435973783e+01,0.000000000000000000e+00
-4.642992879473348466e+01,-1.550799247879947131e+02,0.000000000000000000e+00
-1.106467625011595004e+02,-1.738542274679022341e+02,0.000000000000000000e+00
-8.429613819235923700e+01,-1.814873113315099431e+02,0.000000000000000000e+00
-6.597734281916888222e+01,-1.846644482123004707e+02,0.000000000000000000e+00
-1.402230205943106967e+02,-1.414348512994686189e+02,0.000000000000000000e+00
-1.243023059017088059e+02,-1.578966025822393249e+02,0.000000000000000000e+00
-1.446818410422190766e+02,-1.187986072139797500e+02,0.000000000000000000e+00
-1.333398790321655838e+02,-9.771179853626303213e+01,0.000000000000000000e+00
-6.359188378379084838e+01,-2.221023106039891815e+01,0.000000000000000000e+00
-4.112443437028773019e+01,-2.666122897988302753e+01,6.000000000000000000e+00
-2.538335830160096762e+01,4.895208092612549855e+00,0.000000000000000000e+00
-3.174539196581968170e+01,-3.469883822969138265e+01,6.000000000000000000e+00
-4.240172025327819227e+00,1.924234031167685188e+01,0.000000000000000000e+00
